******************** RUN 1 ********************
80,72127200838041
55,41795563065278
48,26579848818636
44,86453606975057
42,27567271657834
39,82933318307847
37,38336103668323
34,91071949352916
32,43800740430809
30,02881229007272
27,751235751068954
25,66282459867792
23,816896081168753
22,253005994926067
20,980818664830064
19,98053969953428
19,21364764119493
18,62665367165212
18,15310887422022
17,731968977643483
17,32197454165207
16,898601362331444
16,467455817480943
16,090800884630198
15,813323717417937
15,601162580473737
15,413453146946598
15,230854254945106
15,041348630584055
14,863313119659487
14,73161763765159
14,633653564816871
14,493705344363756
14,205161016206366
13,781415873525425
13,404451913713027
13,373750966320266
13,040649782783522
12,473645120144738
11,06192694337482
10,574737862250904
10,236599655110565
10,025491126583875
9,951878079146022
9,97600367573171
10,046471422315234
10,11720453507142
10,16796584716056
10,210391893838501
10,299730762193475
10,626929530801798
11,108458017067187
11,185902135652135
11,15441259637038
12,61892583602602
13,391180376605334
13,323999978757293
13,2872907563442
13,255408039399189
13,318772537804744
10,21206113240385
10,881238401598809
10,2266226490513
10,33602412923523
10,47277639600457
10,844249153183679
10,867864269830157
10,583238614523545
10,33151393827366
10,06858003499621
9,899983011125698
9,966142500720803
10,489782737847607
11,487847724011285
11,691005374546936
12,1438495917294
12,144856325307224
12,057449864818398
11,992790700411215
11,939330636666485
11,891861910814702
11,84787098158026
11,806322936034473
11,76699382316451
11,729996688177785
11,69542817213632
11,663183347330095
11,632940847796792
11,604242058664463
11,576588108106293
11,54952316153342
11,522702334061341
11,495949520070763
11,469307444282508
11,44307749226298
11,417842286377496
11,394457725131645
11,373990788303955
11,357566176681619
11,346082098871484
11,339795425871106
11,337889849098714
11,33828517066185
11,337955463533211
11,333741187538017
11,323187375957845
11,304809208015733
11,277740680391469
11,241369513403356
11,195446955506947
11,140519978398794
11,0781466799076
11,01063943495547
10,940625869520924
10,870646554844374
10,801439029354736
10,716902538560712
10,513604648347881
10,14043332795187
9,716573406053255
8,512472772971641
8,65301231400819
9,958424481215271
9,093490798683058
12,229344420833097
10,197890171719198
11,46474452041639
10,310842302581623
10,24433919559363
10,579758667124628
11,667344197302862
12,23379226149601
12,246496936240176
12,950272974229199
12,20677457625587
12,875512582564573
11,375164257978053
9,916920677547736
9,867071401904346
10,414272670792933
10,837844782824334
11,302461957655554
11,349766717913008
11,611904836336622
12,202579457725399
11,356263811923256
12,44648219589652
10,23402416606413
9,839670443877093
10,034104948336218
10,589381673989749
10,841926670534557
10,903681319884818
10,88654513827469
10,840165654697785
10,806127375188824
10,783672597195865
10,758486736355632
10,726953795290592
10,690746207068232
10,651605780113645
10,610255378166762
10,566629082625035
10,519791875042511
10,467363346047865
10,404854734859063
10,327206014473314
10,241157142675585
10,222718329767707
10,410506098277994
10,538041491611427
10,637940872262874
10,635947625839012
10,601142860414164
10,541287250463455
10,451774343894426
10,338474240181567
10,220750010451004
10,09055041713645
9,901611274965235
12,404169512585769
11,005125531181
9,877017444099476
9,841714896596484
12,27735080037727
10,517704204249364
10,212002302204853
10,154767184802513
9,847583549649608
9,94045824439163
9,992616115542782
10,593139889284853
10,019907227688854
10,004774935315732
9,97456644972595
9,969173243545207
9,985392979958533
10,00888375824067
10,008870339786649
9,963576771651974
9,86701846204001
9,758687682071818
9,699559559364925
9,942326480733339
10,222339799337073
10,035026199492725
10,414663280527513
10,06297721809789
10,389566715456914
10,040723999280454
9,969130352364909
9,876130264034819
9,782993724295967
9,686345042076976
9,600737433527962
9,53926333941382
9,517095610705136
9,59459205710022
10,213187830558942
10,209652726998922
9,972593521734535
9,841432049713891
9,52494430229936
9,64715378034768
9,642805259170478
9,652774648529807
9,73365749520203
10,018297543119708
10,186329277822063
10,05365630533363
9,663849866574711
9,744215595115326
9,771351985821726
10,029821262914671
10,171891361086
10,068835708653612
10,043517014548215
10,11491551505881
10,164664408519597
10,455360862964625
10,378125048420939
10,535898404071064
10,760572362064527
10,868262539056257
10,813866068937244
10,784362996828882
10,746276723731143
10,705942527046602
10,657858859422314
10,601433688324555
10,732864111987448
11,865083090967772
11,016088080829368
11,350866681161436
11,784637313184628
11,845472397092317
11,743593619730001
11,478789115099568
11,459427248764388
11,755733612676199
11,822515247702592
11,552704884992618
11,285738444453846
9,04558312180245
11,863766026797101
11,705047155742275
7,638561667257155
7,3619983487849465
7,313809545326579
7,292579143566763
7,280154701488128
7,270483360455218
7,261703311991036
7,252786431770091
7,242889171884584
7,231211783057744
7,216962948601942
7,199337177108054
7,177440680785245
7,150026051311896
7,114647530238294
7,064843425376547
6,977831170686663
6,740160979537259
6,377734361256964
6,3798046346604504
6,393330739800533
6,44007924022536
6,53080287778242
6,687576222915808
7,03049548615103
8,210324990993426
6,853096822355821
8,188659501225303
6,519117615322932
8,20756278128129
6,6215354590030495
8,564926288786546
6,549138017581674
8,265991374572963
6,586172695618309
9,33497117478191
7,377804492242519
9,803183164048383
7,14760189612475
9,929576463600226
10,184959284238024
10,116960712932523
10,856570718894654
10,898743646181467
11,157756937523583
10,99973355401656
11,10490112963829
8,414955314595888
10,682987013485207
9,768949950500456
8,2486036081668
10,672529146775377
8,232518256549437
10,242727770686919
10,725643858119136
8,031522619189651
10,635761296012577
10,497237753339874
10,321919886625938
10,459833632401539
9,749410884925998
10,239801131885175
8,921661751907667
7,1511368732272285
9,987369275426815
8,264743351347835
10,214351498392618
8,301915739541577
9,633808560964413
6,641743507902887
8,323826965277496
10,079120480994725
10,182363999913422
9,153427036905308
6,888169657669507
10,131883780019171
8,332558580719413
8,512542297027876
7,551031304080592
10,582002717809338
10,778097367881045
10,760037465791893
10,604015804077488
10,426858585738314
6,606784015266388
10,299692497027204
10,318524381245908
10,433038102689164
10,257761889201555
10,409808571817216
6,9858083436313985
10,247359303601733
10,234398476149208
10,399718529487322
10,403568521138595
10,353118279125889
10,501110564010697
9,283523157872015
9,076376296174464
9,815717607984983
10,296523012823464
8,352621557943424
10,134292006189655
9,906844804103878
8,496365184641341
9,021956322303065
7,879952623686796
10,607031145433316
10,473837142919187
10,102010922790221
9,843524948794716
10,1258292215932
10,021960445512423
10,251101614077005
10,039703301500358
10,382364524655234
10,350180441532526
10,382026482285042
10,303053367931918
9,788512785431
